dataset,status,n_features,refinement_type,r2,rmse,complexity,seconds,error,noise_strength,expr
1030_ERA,success,4,lso,0.40320420373087174,1.5160692296812601,108,41240.64633345604,,0.1,(1.1536915253062647 add ((((0.00806978776883297 mul ((((0.9001872670224021 mul x_1) sub (-0.8581698016454568 mul x_3)) add (9.699905671081742 mul sin((-1.262266949935738 add (-3.8602674748277974 mul x_3))))) mul ((-0.6281178251859436 mul x_3) add (0.7861603083939341 mul x_2)))) sub (-0.12666279720472923 mul x_0)) sub (-0.20598691047155815 mul x_1)) sub (((-0.0009023528855872113 mul (((-1.457882287005604 mul x_1) sub (-29.90825720581408 mul cos((1.6378286302736653 add (5.072560757949206 mul x_1))))) mul ((19.153033324844294 mul sin((2.2610747743130455 add (1.8897290359203238 mul x_0)))) sub (1.066526779189209 mul x_0)))) sub (0.000821319792902449 mul ((-6.281424193670952 add (-2.7279217973580536 mul x_3)))**2)) sub (-0.010279523193290866 mul (cos((3.59934174611944 add (9.799675386752618 mul x_1))) mul ((8.095628474855918 mul x_2) sub ((-10.041083180919356 mul x_3) add ((-2.4268805270713343 mul x_0) add ((1.6390133932600426 mul x_1) add ((3.937179617626369 mul x_1) add ((2.938318430004682 mul x_1) add 45.36204399310159)))))))))))
1089_USCrime,failed,0,lso,nan,nan,nan,nan,Input dimension 13 exceeds max_input_dimension 10,0.1,
1096_FacultySalaries,success,4,lso,0.30648426139293494,5.091145693419228,60,8250.06642985344,,0.1,(7.276274851270786 add ((14.205712704688725 mul (((-0.0050020829983275904 mul cos((-11.306656215412428 add (-20.7888117961589 mul x_3)))) sub (0.0020855875600766355 mul cos((2.0571306272579415 add (-7.389790097671571 mul x_2))))) mul ((109.94129869276827 mul cos((37.256106324494525 add (8.731111739329823 mul x_1)))) sub ((74.56652396771733 mul x_0) sub ((114.95673410887636 mul cos((-6.842358531735227 add (10.621072751825768 mul x_3)))) sub (-64.15925317201192 mul sin((-5.597032238137248 add (-2.3403990397562655 mul x_3))))))))) sub ((-5.929811833345196 mul x_2) sub (-5.459057132729399 mul x_2))))
1199_BNG_echoMonths,success,9,lso,0.45396261344541844,11.693997374536773,57,19840.83671927452,,0.1,(14.394326976012866 add (((0.013954768470232451 mul (((0.24883567161413195 mul x_6) add (0.1152263416670043 mul (((-0.3345154338501182 mul x_1) sub (-1.6345021052410638 mul x_5)) mul x_4))) mul x_7)) add ((-0.49134453097294944 mul x_2) add ((4.328905061252149 mul cos((-0.8720350173205318 add (-0.7032490880949553 mul x_0)))) sub (1.02440946926111 mul x_8)))) mul abs((-5.909859392150099 add (9.56015905654381 mul (cos((-1.6678591669658203 add (-0.5796854133817209 mul x_4))) mul arctan((0.2279650741788328 add (-0.969772826347405 mul x_3)))))))))
192_vineyard,success,2,lso,0.4334274211389728,4.071005533870189,39,3579.684396505356,,0.1,(12.379817659652591 add ((1.6899388951473084 mul x_0) add ((1.7545039778838833 mul cos((0.4104696164755286 add (2.0204195066630413 mul x_1)))) sub ((-2.0254196879735527 mul cos((-3.9851414230630877 add (1.158860491757764 mul x_0)))) sub (4.24901620882701 mul cos(((-1.8949494664057045 mul sin((-5.107189919340608 add (7.510195373807694 mul x_0)))) add (0.07297805891735842 mul x_0))))))))
197_cpu_act,failed,0,lso,nan,nan,nan,nan,Input dimension 21 exceeds max_input_dimension 10,0.1,
218_house_8L,success,8,lso,0.44130961333165875,39342.88705433404,52,13314.86117529869,,0.1,(24542.16162909038 add ((0.8631589263799512 mul (((-1.210749006879218 mul (((-18.093861807646597 mul x_7) add (0.4561506638482167 mul ((-14.271418183455978 add (4.822674342906732 mul x_6)))**2)) mul ((-44.164772297978956 mul x_1) sub (4.28141255818188 mul exp((-2.1637147378141455 add (3.4712585691042213 mul x_2))))))) sub (187.32003518941264 mul x_3)) mul ((0.0973434883416104 mul ((35.60189391575471 add (3.4336122356355308 mul x_5)))**2) sub (121.36105738326181 mul x_4)))) sub (-0.015428110253008652 mul x_0)))
225_puma8NH,success,8,lso,0.6839995914635053,3.211354755518212,21,2690.0640873908997,,0.1,(-0.23119284275379773 add ((5.218539277664739 mul sin(((1.207483884768324 mul x_2) add (1.0403459275797424 mul x_1)))) sub (-3.5979154755180893 mul sin((0.9543012159253634 add (1.0071531918149326 mul x_1))))))
227_cpu_small,failed,0,lso,nan,nan,nan,nan,Input dimension 12 exceeds max_input_dimension 10,0.1,
228_elusage,success,2,lso,0.33631525851203337,21.92702816715202,28,1561.7767705917358,,0.1,(-47.81956015798291 add ((0.7307995433803561 mul x_0) sub (-473.96196779071914 mul exp(((-0.04534765281503406 mul x_0) add (-0.1760295048540302 mul cos(((-6.657720232977732 mul x_0) add (6.32693955997609 mul cos((2.5507442824801343 add (-9.962720857968725 mul x_1))))))))))))
